date,oversized blazer,wide-leg jeans,cargo pants,ballet flats,puffer jacket,slip dress,trench coat,chunky sneakers
2021-01-03,45.45866921311254,44.057454483059686,36.31182530186577,40.70364971065604,78.61356099213252,18.823880612387807,47.59786194309179,54.00153241437901
2021-01-10,42.24502894720488,40.38323272080322,32.58627182476818,44.76636977275314,73.37233757464561,20.56017770596015,44.366903557826625,60.98933851660523
2021-01-17,48.35943957278818,41.703964530391175,33.29815579826543,48.72462515643803,79.46557847712462,18.149554694260132,43.260141598557595,60.316323474276935
2021-01-24,49.58556507632291,38.396540383984195,40.549114929703634,49.363115565264366,79.23989394822743,17.92914641441855,39.4930260942248,58.74100629553243
2021-01-31,41.470542639264195,39.465288352133925,31.01765578995027,48.237063407682896,70.06458947724295,19.61930380885224,45.734227722536154,68.39878566302913
2021-02-07,43.873591420896396,37.06782598621166,25.53742304677231,51.062244083010235,70.79959197478168,21.88991545842519,47.600065561723085,62.22321162457369
2021-02-14,48.51105574891034,41.94148795770381,41.56845706717783,50.62875335409955,64.86576783591072,21.922342140858962,45.159209869637046,62.53931277525362
2021-02-21,47.4129432157538,35.172992326017344,45.18739302385509,53.45277738246354,62.05624097090267,27.757480195891134,34.8142746352309,55.458259789087094
2021-02-28,48.429596527487334,40.71811551627959,33.16620306646872,51.34765270806904,62.96163072287219,31.531722593265705,40.79243503661538,54.679033725879925
2021-03-07,45.922539210064045,37.3967827769293,26.77256716698754,49.96379211454249,57.06385514309648,26.83479531264237,41.94051265904679,58.2675457300436
2021-03-14,51.005728463997535,41.02212976078889,32.95061783607173,52.50571595037154,58.83504453345273,34.07407861871232,35.50409774994549,58.21564441882775
2021-03-21,50.47350574777126,39.250945998456395,32.6657214918413,43.08333057123958,48.55330256389123,35.85524799987473,36.53414737972518,49.46777816675485
2021-03-28,48.00174029791123,41.90956779519561,32.62062836956675,53.30524993113751,49.38190858976376,40.132719090993305,29.725019038473363,55.51535023003965
2021-04-04,50.74559454805666,38.05821805914128,28.455063692531454,41.39372364304203,43.11277031024662,41.70118369568924,36.237702014753275,55.61897173277063
2021-04-11,48.23061401213065,30.54709931457222,34.721269005118586,47.249609777783746,41.74918741795662,40.01100912582221,32.109320811695845,54.01940333691549
2021-04-18,43.62710387728641,34.4491404813054,33.969607822582134,53.75426792150934,34.716831866697085,43.17777671775478,35.93639856455789,50.94375494933668
2021-04-25,46.61077032611338,30.520758340683617,25.345060921999387,53.709180733782745,32.80938108541058,49.5695782416907,30.865089424320736,51.36528095087765
2021-05-02,41.86113757389137,31.87926648717583,33.561786926779554,48.56782735837811,29.759823614879338,54.97025254419944,37.55837976120781,52.15953879049614
2021-05-09,46.5521900003097,37.386055977574955,38.418056526506945,49.60188605393565,25.0365062103296,47.49486231495642,39.548065718441556,52.599584234221346
2021-05-16,42.904747581421596,34.21426240043048,30.34626300831045,55.44251002709799,27.29672862693556,57.24587822070224,34.824654024130616,54.05884259654649
2021-05-23,41.609706351540204,29.694820233876833,27.7776749165133,49.38748484247968,25.38706624713879,61.636102475627155,34.60710327771549,55.40781152859951
2021-05-30,39.21721136700981,28.29011195123404,28.053371282151073,57.000619544894526,23.730176804154254,59.2265674210418,32.524458973460526,49.4000553650355
2021-06-06,44.02333057434586,31.027281789602178,30.610703334218464,49.63069366758905,25.482642438971368,62.69064005244994,39.283982437000596,48.30045588607029
2021-06-13,39.001886240095615,26.94241635649468,20.796700286767155,50.16717073495018,24.56676818076729,60.00115009638572,39.52854013262997,51.483342565871176
2021-06-20,37.31817743815614,28.313843013891,27.9950090710537,53.05285740479357,18.875165930452592,62.522621385542514,37.89168311844541,51.84829845221634
2021-06-27,36.72581397378979,31.075930958541242,25.448224872680477,47.81829099859316,21.33789073236092,58.47685467523273,45.23726829748583,47.4084891798342
2021-07-04,38.61240958540957,33.500285203763774,34.134019923558135,43.61672481971486,19.000943409443803,56.446970074743376,43.90364869134218,52.118029537374426
2021-07-11,37.411350931353276,31.84003117208499,25.843227851353095,45.48081764491713,22.019578667781225,66.12789263383301,43.4227921240643,52.758341364623895
2021-07-18,36.930111856131965,23.206131474205698,33.07684135734782,44.88941102964247,21.637070883047116,59.84573520019982,46.382722946142536,53.96320149214442
2021-07-25,36.44859209258094,31.146846942502453,21.9264928383817,40.1005653933824,30.170694950598463,60.62377380406883,52.635701588239534,55.93857453974903
2021-08-01,41.1412946143751,30.69044981514142,28.69903666721117,42.650269576679776,28.635772005895852,56.72070580456003,52.564069475776094,45.45925423193518
2021-08-08,33.16062503618482,32.04157340000559,27.709056684674643,40.45036151370131,29.452232868462882,55.25573594040881,51.636599880029756,49.148312709064
2021-08-15,32.61573731550666,36.05589289103436,23.109101921410613,44.75662004444421,36.53891331363446,57.305723359480375,55.07409201616843,49.37019145700636
2021-08-22,31.597010888308876,25.502381974223834,27.51950324512069,41.4519770148702,29.546458609300707,53.739966898890565,50.82473602972933,49.22515198501446
2021-08-29,35.887938370087674,30.47562523540008,31.952795219060352,39.93203751535959,33.319545604128066,54.95133742206953,55.3792392802343,47.367335030355484
2021-09-05,37.54524604371626,34.643983018935295,26.164913853385315,39.970567146876675,45.2080460370326,52.88152504190169,56.56777338218329,44.417428253419935
2021-09-12,34.05062333130663,28.806828321251242,21.10959566246544,40.55117387564603,46.56530493669242,50.04385645390961,55.41596278234234,51.16710192389717
2021-09-19,32.21940100073972,38.70950811189792,28.279135402886237,41.41532890027143,50.75133890078227,47.240746987111606,58.67656992009723,48.193552926595665
2021-09-26,32.72290871608239,36.15744051584676,25.259983887174172,36.344270592009494,49.63691209770404,48.625111580412764,55.41000144517927,52.10739560155271
2021-10-03,37.707908297768526,38.39385797180487,28.06202038512562,36.0962749834498,57.10976879607565,38.01721869286534,59.491968612505,49.101142431927975
2021-10-10,38.641677827207644,34.96394893390267,29.700624486046838,42.51403764620759,66.64867484248009,38.383388435774144,59.65557631459387,48.40136661662263
2021-10-17,38.78448348772513,39.95129106989863,23.825812814500143,38.04402726469943,66.41429402070065,39.31312484723251,49.111026847085455,54.2598768427842
2021-10-24,35.97895581294067,41.54863474949905,24.82468324144067,35.212881000227014,67.55106203736311,37.15231191307833,61.122218919642975,54.44026442866377
2021-10-31,39.55870291217561,39.864528046136854,33.8632673421021,41.07632442935141,68.57651801690905,26.650799267003375,47.927297216166714,56.65015232049641
2021-11-07,40.15322471259609,40.67083200035131,30.491808616597897,41.51191723852559,71.27160388952485,27.685509246946964,54.57732523117014,63.54707092588934
2021-11-14,41.441549856165366,41.54936875010779,22.962600954155512,35.99696716697429,68.30192230920963,30.58566480630429,58.70185049349715,56.34948185849916
2021-11-21,44.410006609838824,38.87835268616879,36.982400581645216,41.828869909193116,77.33660203235976,26.137000855832966,53.73026880229589,57.57594035946049
2021-11-28,43.490806605949885,41.70614990872371,35.528094881315795,43.97489066959955,80.58693660600801,23.54014404477888,49.208913951480916,51.672308425386205
2021-12-05,45.881063024551054,42.31349689166953,32.14482443750983,43.58670612800069,74.40139654126972,20.90691335532542,49.13556577562386,51.12728956732278
2021-12-12,45.057304135466865,44.47808478842243,30.253292446971006,45.112882246977804,77.79701554602116,19.298239883797642,54.20739530348708,62.83859791535938
2021-12-19,46.70425691886099,46.81220889465014,39.335785326112855,39.804958496430004,76.52760610329973,20.503937205897827,43.99074505286451,52.98116209369386
2021-12-26,48.671735057253976,41.044489210177254,37.80732181971,45.847910814975684,76.88521263851533,18.38328239488936,51.70876127433675,52.59893280125569
2022-01-02,43.293171078304006,44.17062381359758,46.29768925900235,44.808383959801404,79.28869940324726,18.83226413686667,46.68113386593701,56.64714868562406
2022-01-09,47.52613774784415,49.23061988756524,38.74083560832682,45.14162952382607,71.79728081559702,19.336200888187925,41.772814008672704,56.39923034649045
2022-01-16,47.8172068769432,42.7092353135623,38.83552165217832,50.07542359004644,78.40649208466748,17.525065431146356,42.104214620028046,53.0335183447171
2022-01-23,47.96757101424125,42.53950319271736,36.77083265005601,52.76303318203559,76.95108118661074,21.926030782565185,39.32653900524439,55.23481621227786
2022-01-30,49.61868509678449,45.59256948004989,40.78710346880317,54.54534437309883,71.70201468102229,30.142701380875636,43.543416958065166,61.11258408402749
2022-02-06,55.3855949199448,47.41325302756846,40.028885175482884,53.90748581882409,62.45155421727023,17.423395032361327,41.7706053647633,52.64330569293885
2022-02-13,48.650923002520855,44.72701432060124,42.47160912139104,50.38725068222754,64.0526865239275,25.344801112805712,33.12573963759799,49.900229392003595
2022-02-20,54.38771288652909,48.41478496667291,35.24478953887794,52.4700190967646,67.64040096362115,23.950731252845788,35.88175174555246,58.79292822445468
2022-02-27,46.5530339261865,46.66144643672619,35.3856502364902,54.34004385255044,52.30416376909035,30.034783304472317,33.42831403491396,56.48480093895613
2022-03-06,50.599241982313536,46.214196150114965,34.943506645820364,52.95442090915398,56.136899692046185,30.695762635020664,38.95472351465423,51.478249251061136
2022-03-13,51.97879403191663,44.89073798435922,39.69576062557146,53.45048474330711,50.076098072257906,35.2442568071916,30.22423033778222,47.03494779571117
2022-03-20,53.02282013994332,49.70129833330087,42.14411105239091,55.90637309442645,52.4137109047545,39.00157511520007,38.442492401830066,49.75453100945843
2022-03-27,53.06269534665069,41.55214425565708,33.884961761058584,53.53874478390457,44.358557735909926,38.645456387687425,33.04881397233656,51.85776057404071
2022-04-03,52.87103690276159,35.57532710952581,33.549520949046475,51.7111013095654,44.03239213358011,44.09615686524253,29.351690291683088,56.06537176081189
2022-04-10,48.9113188448273,45.79598316608336,35.999333330691876,52.73658080249242,41.05823464623121,36.29891328425108,30.66817744797217,46.57367210052137
2022-04-17,47.950286657028684,38.996901707129524,33.22853232138618,55.8606932518876,41.566982357877,50.69630150807433,30.332636988517997,49.69923707267749
2022-04-24,51.214603125366516,40.080421251497164,37.470898013836184,53.84557259558223,32.34923176703922,49.566493970612804,29.12484298484086,52.0640003181418
2022-05-01,47.3048853728288,43.082758068856236,24.09789083752381,54.63574362940292,31.234453361643986,54.07743985219844,33.61428566696615,39.181906204299636
2022-05-08,43.236968596175366,33.76559205456802,29.240496411055805,55.30842990617904,23.089511117484655,49.43779719356084,30.190781040085948,52.21152881153676
2022-05-15,42.80966353018094,34.266719325418975,28.868756342716427,51.76636267256277,28.88172471307154,52.67638883648149,28.033094983061556,42.749873977518476
2022-05-22,42.57076279259533,32.707777708256515,22.185551515242746,54.66831972808712,21.154792686189616,57.46505134219854,34.278841609402264,48.25236868262377
2022-05-29,45.9286014097282,34.668855180478964,27.106830362305942,52.96838641806075,20.26725022717432,58.594531381648046,30.98395951185681,47.40417885758747
2022-06-05,43.975396692037386,37.96784532902438,26.829051802960528,47.49201396638367,20.805002092670808,60.849238328400595,35.226740435023565,50.3034262363871
2022-06-12,44.74826516417931,37.88466033307638,29.254968090720723,54.82997657786511,15.530080741038834,64.32390282186903,35.946013269664704,47.776417395308115
2022-06-19,40.55601679618482,36.8760863840664,34.129309825785604,48.259999978027004,20.686310086786815,56.5450590374646,37.331093139412125,35.735756819653005
2022-06-26,41.52092848526798,31.621604892210414,28.36983806576905,44.019923620457355,23.121132595833416,65.22105244530911,47.28110133331977,41.846173924245775
2022-07-03,42.189997152664645,28.824038785545753,24.959464990649664,45.048625633028365,21.750546947710312,62.46484572987378,42.82279453844483,45.34927614692285
2022-07-10,38.726638631384525,35.89680751158282,28.652100621719605,44.30686451796503,17.18282002690138,61.64824964678355,44.786113026985994,43.90008045552085
2022-07-17,40.452317873684066,34.38467189908499,32.94198539863704,46.712763194185335,23.06489134741472,57.34737428021848,40.11724527403699,46.54689854853682
2022-07-24,36.62073073864538,37.33190407056151,24.7776203650546,44.933238833348376,27.536570732128773,62.45950334420973,44.859898570539926,47.82275713554856
2022-07-31,37.149278078843494,38.300209974107496,25.047700464324645,43.967269887780475,21.910711256969236,52.597709011277516,48.80116653433496,47.198725732291635
2022-08-07,36.84152633535708,36.93462684006356,31.005651466630653,46.096043692141066,26.882022211323,60.390827083376585,46.3530913257862,44.075620101516094
2022-08-14,34.271475195078516,39.2076631022083,28.03914645000115,44.56317285646003,35.58768841030988,52.31091895334525,53.34096549132781,37.7797326260498
2022-08-21,39.322237387546835,38.09973092698328,31.73985754953342,43.85628500424729,36.868591141278785,55.04907221914993,48.09938214118645,43.63552126372523
2022-08-28,36.59008323650903,39.55912962777779,29.38813270482459,43.56991013478837,40.59776813510418,52.41991791610168,51.82303057045769,47.46985930135184
2022-09-04,38.310353808011044,36.47724426194558,32.60673526348532,43.69751694275113,48.399014494243204,53.99252422684455,51.7676514707972,41.8378872561423
2022-09-11,40.12861985920344,38.73277727811868,26.07713380426977,35.1179477950952,47.7895579278589,47.50534200789412,54.71843428598427,49.16148306026746
2022-09-18,40.578049274780014,40.59198925770825,30.641048108394678,40.03157154440871,51.97366403129953,43.402528930889275,52.84872469665869,50.74054875385653
2022-09-25,41.92320951805904,43.23395610399703,30.36691621469903,34.362777084549215,61.74833698931467,41.33199887770351,54.33862092789981,48.11088958374558
2022-10-02,40.45299684207677,40.39288249760094,26.907820455470706,40.88921766170701,56.538056254355254,43.998648306263995,54.6541162138427,35.8621971334738
2022-10-09,40.42738361028453,43.9602816856644,26.11306379823903,40.74610108332696,58.24449832042058,39.11708394192557,53.196836727826096,43.527646549152784
2022-10-16,42.52738878214971,42.43248362425387,35.73141787035483,43.97763470568267,65.22508435605444,33.71816544110423,56.71778809466799,56.70744003550094
2022-10-23,38.88570239763743,43.71059357954755,32.22350717168482,44.586310456180996,68.35891549010134,31.60935322517068,55.666466933624896,47.49042714932427
2022-10-30,40.88940194639878,47.374451111797555,30.185879075462232,41.9132114459592,68.31353357138524,25.17455894328077,54.20435307646547,42.23645154269669
2022-11-06,42.63612285049743,39.708448209092744,34.53796804956276,40.18072458823683,69.35813138646847,28.74799817446922,52.53409730745265,55.584605413459926
2022-11-13,45.0636951602058,42.568922048038324,40.073654517351486,43.60459627638161,81.61904924307993,20.19185439561611,55.41543848228387,51.133746099830475
2022-11-20,50.76981015086611,42.741832288058475,27.060074519302052,41.11667185082935,77.54421118076037,25.828152937742153,51.37462624661067,55.89537524703487
2022-11-27,48.41800231165341,40.86788758989985,30.792063868402096,43.32396343798438,75.85363113635621,22.300219727813378,50.087380035411734,52.930388441732966
2022-12-04,51.59697039748954,46.456271168561074,33.64878312902579,46.9819557237642,81.87604542962036,27.68082283435115,50.130847050438256,53.94915587431696
2022-12-11,58.242661763079646,51.29620489454516,43.70533827070628,43.103623757725344,79.4538307682576,16.10923599974796,53.61643811343778,53.79931711912412
2022-12-18,54.889082986360314,48.67808395477154,39.46291898427252,47.99480170842974,79.24135566104651,18.291293743504962,43.13419002044682,55.30503446111108
2022-12-25,59.765215689669894,50.53346770193804,41.819219409879445,48.446994456064004,81.46808483868509,23.495267872611997,48.03135865061676,61.72443088135465
2023-01-01,56.31086687015085,53.53330339468869,34.54669170233355,44.411867786820274,75.2526077180865,21.494168920874245,38.566926679349564,56.52756971432702
2023-01-08,60.00113820034992,54.489311641391396,34.92203460532744,51.0716823846522,79.10836889231396,15.971768615103112,43.40181947468588,46.27864272861786
2023-01-15,59.2025103760392,50.45258619582158,41.416131790440666,51.11945579790177,82.30254519279156,19.191182301747205,45.97880831976232,54.270190431605876
2023-01-22,62.383241156822926,54.78701091329651,40.01192885058439,50.19098731213087,76.08804896340163,19.29564073016613,41.24421760195122,56.86063215954313
2023-01-29,67.16568180488102,50.98203087985864,42.05544055165346,48.4352638352148,71.32668613378264,21.205835037811852,38.85661659110895,56.84588443957166
2023-02-05,60.588897338576004,48.08790278463011,39.11867043078395,48.94544414857967,68.37236390593914,19.618313642385075,35.29197352906556,50.00086019602965
2023-02-12,68.06820433217797,48.62953509732306,40.9186194967597,50.663465496409025,65.81092248189938,23.064802332133567,35.7763646406918,55.9746971102208
2023-02-19,68.3279716418588,45.7062936576669,40.30473241007549,54.59964199756144,63.17980712716971,20.397144392872356,33.73633965490039,54.57352333906032
2023-02-26,66.52740319800262,47.14666292782565,42.581847965133846,50.73269973499351,59.50472701300127,27.667945927518794,31.05994119815273,60.6456830390829
2023-03-05,64.5034478709726,48.33468588522149,42.43351043613544,55.463423807115205,59.92840425185044,30.866152235302557,31.604566762851526,46.80031678866174
2023-03-12,69.41998829180675,51.359143538522744,32.40178779161389,50.892925592937296,48.41647309803276,31.236434247132514,32.269671174040795,47.17401355461714
2023-03-19,67.80310134579763,53.60064852576056,29.51505843916521,54.382907945481364,52.58600015123641,29.589902713919386,28.728153882183104,47.34854824137287
2023-03-26,70.10176389985745,43.7410847761241,42.08800357824071,55.605535985704385,45.244840016912626,39.99378862293728,28.12985272883333,45.95568972128268
2023-04-02,69.30626532935123,48.4843763905051,42.370816593132126,62.79435255386312,43.95137342845937,40.7535751139784,26.156763198046825,43.68260040222221
2023-04-09,73.71098751339129,43.58158826405934,33.04728469036738,51.4080530334389,35.98088965812134,40.11376167251415,31.272175078266688,35.50929797730503
2023-04-16,67.68615007437579,47.51409126538961,29.181212311306037,59.935005818156775,40.044198039235276,44.04314327381204,31.773463296724533,44.13851870383086
