date,floral,striped,plaid,solid,animal print,geometric,tie-dye,leopard
2021-01-03,38.472150284048276,55.57214651977351,46.40355709260072,66.74569382473743,37.37099352426893,42.65339941069149,42.76116976318174,40.0293958998092
2021-01-10,38.59614662075064,55.54262726827889,51.03202125998656,64.65579090217064,38.966312932583996,44.37719499084976,42.78176429018443,44.24679804445405
2021-01-17,41.356815066472144,53.20598310830513,48.52287004182116,60.171599702629116,41.04435232183965,47.5683476663445,46.22049858621429,45.290955775488065
2021-01-24,39.50305376149157,52.17772594418422,44.073587442303946,60.53251044361166,32.461912164526396,42.32217148110181,46.673485200402496,44.44470736622047
2021-01-31,43.91646119424527,54.210305358015134,40.365941932239416,63.9555578366005,44.05740125604501,41.88262948358264,49.50082570327512,46.72096108722761
2021-02-07,40.019443418679764,55.783138621821585,46.54751906461145,61.208339264021305,36.98225142381633,41.5576153306226,52.85353806598928,46.811223802265566
2021-02-14,45.09788305338617,55.00822879305226,41.11468560407966,63.595308051385935,38.95869466920931,47.52289593558776,50.53338723681154,42.99323273728457
2021-02-21,47.80578632530753,52.05087974518735,39.11134097653422,63.42103321921828,42.46183874292684,45.10068377847171,46.66125548235725,49.92039578577519
2021-02-28,52.42416451718025,53.669463461247986,42.98290928873152,61.71297561164776,41.08402759254064,37.17798093411257,41.951619999365036,45.81706122051127
2021-03-07,54.26994969791058,54.704576544606915,35.68792183942811,65.94676757482226,43.53397500896168,36.8229180198769,48.384251221369816,51.47796805033928
2021-03-14,49.32592576697857,50.07828444168521,35.212571828699836,63.089827098043656,42.267311673825624,39.874745690974024,46.86579541449258,47.636912672813985
2021-03-21,59.62557220169791,52.009335171299064,34.51149657246475,63.896601305758495,40.568924096341846,42.70799007301863,50.093721054714145,52.12789684722799
2021-03-28,54.90724941519201,53.995860281779535,30.385185003363464,62.85842617369348,47.78068358206144,41.5152028735479,54.73134262165799,49.498543661838596
2021-04-04,56.115941292391305,48.182819090688824,34.52236743734128,60.24699959712156,44.35235958415303,42.709659389186825,54.81062519538986,46.33447207978453
2021-04-11,51.33239185982532,52.45105258209902,30.648405509432543,59.681105497321305,42.50120545446173,40.147285533669006,62.569165679551425,43.09174388916774
2021-04-18,54.96002275524798,52.785691503368156,30.71267237621248,58.997613205321166,43.757982558799405,44.3402807493495,57.67418885662338,42.69903352513629
2021-04-25,60.44077326921821,48.519010628220435,29.937275387534484,60.48494184785025,37.78974651819662,41.91291245775984,63.916252469192024,45.8874913353345
2021-05-02,58.101841925450394,47.71095832675476,30.056700649107626,57.36585009708613,48.8678229167115,39.26041322262367,59.601460658134165,44.15271728363537
2021-05-09,58.04344426868561,49.92257297782027,29.21325660795255,61.68117319589406,35.317839676054376,41.88601829160232,61.46105019841895,41.35055061428196
2021-05-16,58.35402316723714,46.97741551628518,32.52955379187938,56.33100240573059,39.57101366543622,32.92559792577772,55.96956398863086,44.980073828555476
2021-05-23,53.12168919845407,42.178133307405844,31.52380254828234,57.87645951163088,37.381924207784245,37.04819754056654,53.298667388260355,41.93953407260004
2021-05-30,56.77036980426901,46.26985706976534,32.4788619877702,56.65279538322369,36.608236484017155,37.16451248317128,55.893329799192,43.67202944590218
2021-06-06,60.73046436501245,47.04588860692085,39.876803972854844,55.91647790765232,35.446193056272904,38.03249363963868,57.632900090443314,37.5603697183634
2021-06-13,59.0559310185562,47.28288757889889,32.958477797765845,60.91786960231439,33.523159996005994,30.58917825785836,55.05700610862778,42.827521018299166
2021-06-20,54.56653375121269,43.803660457069086,35.96973538499809,55.50182634643342,40.71014873770054,34.50316598817258,53.35322498302075,40.69535738578663
2021-06-27,58.648483321131216,44.855688673924526,37.15002221559999,55.63179036831094,30.49529483594312,36.083828648197716,58.71455755579682,42.1793699611231
2021-07-04,49.079490751900124,47.25027015781433,35.74078265959562,54.830897306696,38.62662627248007,35.96656704972373,52.620191901290895,40.95390302176208
2021-07-11,48.741600968743676,45.150002757173326,37.769165674197424,56.21708123137785,36.695811906621316,37.80610939609655,50.0129758177495,37.251403848431494
2021-07-18,55.96615265222789,42.258979641587906,38.09604570036192,55.96655176892239,32.02804699289568,36.30943478379316,51.0812946604444,36.55281188904345
2021-07-25,50.765752307495596,47.91056693211049,39.779518544258856,54.022726468887186,35.181693185730644,33.68775276475362,53.98090006163554,42.006189782410885
2021-08-01,46.77985266982038,45.19669674181843,38.58508282940236,55.56119530056303,31.977339440187098,35.81137687635599,50.239291585268056,35.46555843793487
2021-08-08,46.07416657325359,48.06515742609672,40.05236607126052,57.83254898295508,27.828071450600653,33.1709090933361,52.5227433735989,38.34020364040104
2021-08-15,42.41386508764069,43.414167278798615,42.776133562402464,58.922038235269284,27.56552922739712,34.276777487798284,55.02963616396007,34.79018811887446
2021-08-22,44.2783091696496,46.34547276396632,37.982445711322605,57.21895823324655,34.32166860976628,36.35469796331183,54.093832432104286,30.273097514998724
2021-08-29,42.69741508135431,48.0438587561505,49.52426723972133,57.63549894834324,33.96863039018378,34.0390164070088,48.313035202360396,32.18798270658214
2021-09-05,40.88377737101071,47.335386543342246,52.60480577443508,57.180750869544816,32.46179241268855,35.53368891032947,44.911503975172,37.186509409997626
2021-09-12,36.14520482366834,45.67037173513917,47.651698247085704,57.31622390790916,29.953933842637976,37.66900697848275,47.02701927376319,38.257744194259
2021-09-19,39.31872830259164,43.823368951100285,50.07263411416097,56.92743439206526,30.872020620887593,37.31894084136165,51.20850086738182,37.652542771547985
2021-09-26,35.95229169188533,52.229951937568934,52.1582804918625,56.119438434371865,30.532136466787577,39.334802276440136,51.47837613338889,40.21511235026125
2021-10-03,33.73073674368297,50.28339300252603,45.67082944020176,58.307959930765634,25.132126003180044,43.12002116020295,48.77534128069174,38.38087727034045
2021-10-10,39.78146441933163,52.73360210558228,53.03939409238537,62.00810573468103,32.73227684710585,38.78516745985198,51.747398985565816,35.383231391971144
2021-10-17,41.93892826971087,52.87002159999751,49.45584304355147,59.83831283562694,35.021916249476064,35.86809791057305,53.60256943365151,40.05917059497653
2021-10-24,40.871194625723895,52.81027197367694,57.95159086371105,60.47522528976215,33.71937070608622,39.38889082202161,44.69429831183101,39.41043540240296
2021-10-31,36.77915712684356,51.56034972491854,50.71731003098446,60.90244914874085,41.10786073863204,39.87877184819464,52.74273599336041,37.84998695288877
2021-11-07,33.99392097634892,53.74314971149709,54.06454666951498,64.56830801984054,30.653362940293146,40.94053208053115,46.17966823435894,41.709928582145366
2021-11-14,34.720176585373146,56.155397626397225,50.71684994990014,60.64049384586195,32.717246100162505,44.21273214298873,52.00692980705494,41.277216512326994
2021-11-21,36.46727928943894,53.94163514775149,57.609496443251864,63.43659730974316,36.624446660479464,35.294243794485766,51.7656521576053,39.99177826580602
2021-11-28,34.485418630544125,58.01595582965388,49.108111775737434,63.092110725544075,37.82917325504438,45.48953840920188,42.334359261093425,42.05140267931106
2021-12-05,40.37047833042878,51.596075556534565,53.629826618514265,63.667789113764165,30.03194541836297,47.07486646439318,47.99466548104333,47.60392148815836
2021-12-12,31.14078514657799,51.703462905741155,51.3748723062924,64.27552491684574,40.84079199950241,43.76953572346642,48.882630041443115,48.273557433934286
2021-12-19,37.352874290749334,57.151231642465866,49.948037366703495,64.1043948512778,40.21648743975434,44.342018534873375,48.81022000466251,45.44206174006684
2021-12-26,41.784158298693775,53.727223214088504,48.55324878554227,65.72481104300604,31.52832221039298,42.292619319077005,61.84502596584507,45.765140505924464
2022-01-02,38.124565992274064,59.57021821134783,44.89960991422097,64.17232084046636,40.30079224671553,43.43389129891839,69.1528150322868,41.96925051859541
2022-01-09,41.345303459019625,58.20468274246589,38.09406278913546,67.7537527868514,38.26417294450793,45.846136605710505,62.48664545565864,52.05183128954362
2022-01-16,45.36662069891116,58.67868738400635,47.95922519581019,64.32979537432591,40.375095423131775,45.925738391738044,69.58223948393803,50.57009015113051
2022-01-23,49.76175802213084,57.17358169823276,42.101639311842725,60.75183350450367,37.47633281073332,46.39183827714042,74.67396953503734,50.21875790747492
2022-01-30,43.03444024712006,53.39191396608649,45.874167233599316,65.29668568702913,45.0758192037209,46.243550085300114,71.97178065115082,41.56854400264734
2022-02-06,44.59588361152816,51.67859692799567,42.200093303746996,64.6110177131324,50.975008717642844,47.12016992242711,73.18876030681929,48.86786540807988
2022-02-13,47.70678194873208,57.68550866784632,43.525403540507135,63.64702552709847,45.43283045060039,46.773490380447214,74.1320111140242,48.63426477959905
2022-02-20,47.82419092601591,51.333417328831395,41.12752091745285,62.76990036144212,36.10256104905791,41.256663091349864,78.70156402661429,51.24969955949012
2022-02-27,49.96282894300827,57.085384666659024,30.159865588137045,58.72325250004361,46.16803505388751,46.67188534395072,81.05501943834307,47.94690755936261
2022-03-06,53.38818360298421,54.789553254114495,38.2824551283063,58.683570862393275,44.44769807579219,49.52803997751474,79.95375777196404,48.616122595227765
2022-03-13,61.95523158718412,52.79111055257864,34.358326075844985,65.46393112917004,40.93594986098359,43.58503907360207,79.91060609934505,51.09388972142042
2022-03-20,59.25616297580054,53.28711980388331,37.91880697939658,60.56241434197137,46.78074857015243,47.81599358480294,77.65347281596691,46.75436235484646
2022-03-27,62.19700030558692,52.76716019233599,35.32851500369939,63.20850351225465,48.82470981706574,40.16372739146921,70.74532318654451,47.110608103691305
2022-04-03,61.102462967628334,50.84786262410246,34.604068454960256,57.60108017454037,42.486123528539935,42.37603587482448,79.6212546312927,49.09288311464483
2022-04-10,67.67230551006026,53.51137446983862,31.33871135634315,58.236283409263464,38.357804910671696,40.050141404789265,69.52314080832892,52.13652159907533
2022-04-17,73.11863415993808,52.85011831992246,28.907018996822476,61.210135172742135,36.58121423719046,45.58568819248408,75.5576237117393,50.08914516111482
2022-04-24,66.4434572761938,49.79474028220409,29.9719209488279,59.177735271452505,41.588324114685314,45.81800798466435,74.37844162854853,50.37460068718443
2022-05-01,75.76824013519504,47.71698679138671,25.638234474426618,60.00191479580862,43.18672207240554,40.03009504101394,64.99203837435304,46.773289450908486
2022-05-08,73.02388634375619,50.98829222858975,29.178968796360067,58.46384217996532,41.24436622583702,43.263184567985554,65.30198987030028,50.462863393604145
2022-05-15,73.14263320421229,43.82455550606659,26.615433960401166,57.66739708506216,40.02521066161309,44.12419648243338,74.4277557297278,40.117346712221426
2022-05-22,75.25465404756217,48.29217192281867,26.89735941446605,56.34742171068704,44.439227430767836,38.5046651046772,63.898237791255326,50.74993773673599
2022-05-29,75.96586517396338,48.46659647556233,31.90427411482448,54.9829516954556,43.397198170309046,38.44123040017828,57.6996624737386,50.470276925540105
2022-06-05,80.86218979325369,44.9683770009757,33.63758656197978,59.88346711589037,41.70159369257271,39.72723024866212,64.25147196374878,44.71662896707873
2022-06-12,77.08640663788096,48.27029084660924,32.54978090053779,59.96779410964692,43.515951137376426,34.50706232178337,56.530910013206245,45.18589392658119
2022-06-19,77.10777741920883,46.032147063939675,31.87852102627378,54.56252911976998,36.971550507286786,36.91467949443971,50.61455512926436,41.93837108572895
2022-06-26,73.89292207566392,44.82389066897151,31.371548930875267,54.29307452628189,34.57586907404038,42.61080757775031,59.14156192965382,40.81795587851738
2022-07-03,77.0579818363022,47.742902308837074,34.19777355559431,55.7236182187636,36.2430359808353,34.335040109780834,52.23850617798679,39.04900039352006
2022-07-10,70.76638672750991,43.6186311426045,33.70109915587907,57.07587002972631,35.37644988101031,38.10919859385349,56.09325999300493,40.21922800176196
2022-07-17,72.78227061324922,47.574842302637485,37.065458903210704,56.06552808769444,28.98645369542497,36.896332124983964,50.50692309349048,41.5767359377905
2022-07-24,79.66188822264684,41.99059848523123,33.8272480348877,57.52027286079124,34.50898949236735,34.678993186760884,55.567519185629024,40.77674834612833
2022-07-31,61.81784387026011,46.71632768003531,41.66858593206395,56.57143713403561,40.668337731702294,35.751420908237904,52.47427195205021,45.15707306115445
2022-08-07,68.13939062566836,46.490407784160936,39.053906633772925,56.64391361448869,39.07551052710952,40.33285977361829,40.39735912673098,39.25572618129517
2022-08-14,66.19075552730553,45.6456891368002,43.074137503400244,61.954222009965115,37.66799927390506,36.79724706924763,51.303554268263376,34.32786341140859
2022-08-21,62.4938829527796,47.88669599492252,45.77982262976915,56.380550504124976,35.86637471683544,37.39974678265353,47.64355465961914,43.65167861908192
2022-08-28,60.276587800512715,47.38524645006044,45.23966151621836,61.05740315268591,40.989943200011815,40.277505675328186,53.503209407480874,35.0671371652207
2022-09-04,58.83164201979659,50.13906752095531,47.739612089231926,61.0564671484371,30.893075175939835,34.879488560739446,48.46168199070137,37.1505739788954
2022-09-11,55.47019395430637,49.67668611738802,40.160729678749334,59.58929432499421,31.300691512148532,32.94433594101819,48.966499346770284,39.8295785194964
2022-09-18,54.60800350474296,50.02236403053602,45.81765659129629,55.1743167789308,39.77092785016581,41.787488433915335,42.18466792846995,40.53642779067719
2022-09-25,50.28565209874877,50.28714408568263,51.444337482078254,59.554852323575695,35.58476868279852,37.34395205665131,40.98400957663845,35.30094888928909
2022-10-02,55.75286059831156,49.362983685629295,50.39252727388523,58.94346376418761,33.0751893157108,40.11547881679125,43.20080387845432,37.82768009551721
2022-10-09,47.03353158146886,50.316392900048605,55.01995005318649,60.500181382880946,38.33496235310662,35.68939658292307,41.0711461445436,36.12658812715579
2022-10-16,47.79978647486395,52.02911508171839,55.068303866755194,58.821213136245525,34.81822895788613,39.717554480525806,47.13623415012279,43.001403240522905
2022-10-23,42.607811868385724,51.78985934722351,51.19819457761243,62.93977855525033,33.738833529082456,35.86262332397665,40.51073691441641,45.31175117372172
